Item ID,Item Name,Category,Brand,Supplier Name,Purchase Price,Selling Price,Stock Quantity,Reorder Level,Expiry Date,Last Restocked Date,Sales Per Month
38,Wheat Flour,FMCG,Amul,Sharma Traders,473.79,677.45,167,32,2023-08-12,2023-01-19,8
39,Chips,Grocery,Tata,Verma Distributors,140.45,178.91,152,30,2023-06-18,2023-02-21,68
40,Soap,Grocery,Nestle,Verma Distributors,144.35,181.79,182,19,2023-07-05,2023-02-10,51
41,Pen,Beverages,ITC,Sharma Traders,382.18,493.56,363,12,2023-07-26,2023-01-05,43
42,Detergent,Grocery,Dabur,Sharma Traders,222.52,288.17,132,36,2023-09-24,2023-01-17,67
43,Chips,Household,Britannia,Patel Suppliers,52.61,65.06,394,43,,2023-01-26,60
44,Toothpaste,FMCG,Dabur,Verma Distributors,299.45,437.62,233,22,2023-11-01,2023-01-19,8
45,Wheat Flour,FMCG,Godrej,Verma Distributors,63.7,77.91,11,49,2023-03-21,2023-01-09,20
46,Milk,Beverages,Colgate,Verma Distributors,431.88,589.81,269,38,2023-03-08,2023-03-02,7
47,Chips,Stationery,Parle,Patel Suppliers,126.55,142.14,206,48,,2023-01-27,15
48,Chips,Stationery,Nestle,Patel Suppliers,387.27,516.38,276,24,,2023-01-27,24
49,Soap,Electronics,Nestle,Verma Distributors,422.41,559.33,475,34,,2023-01-05,89
50,Rice,Electronics,Parle,Sharma Traders,77.03,86.57,359,30,,2023-01-12,32
51,Soap,Grocery,Haldiram,Verma Distributors,27.13,40.44,95,40,2023-10-12,2023-01-12,29
52,Soap,Grocery,Britannia,Sharma Traders,33.13,43.09,16,47,2023-03-03,2023-01-19,43
53,Toothpaste,FMCG,Tata,Agarwal Mart,408.11,465.07,64,30,2023-06-04,2023-02-21,31
54,Shampoo,Electronics,Amul,Patel Suppliers,427.36,580.73,188,33,,2023-02-17,46
55,Milk,Personal Care,ITC,Verma Distributors,478.57,567.65,285,24,2023-04-29,2023-01-07,90
56,Wheat Flour,Household,Parle,Verma Distributors,163.32,195.07,116,28,,2023-02-11,33
57,Rice,Grocery,Haldiram,Patel Suppliers,268.75,341.23,463,19,2023-12-22,2023-01-18,86
58,Shampoo,Personal Care,Dabur,Gupta Wholesalers,76.49,109.36,310,49,2023-10-07,2023-01-09,100
59,Milk,Personal Care,Dabur,Gupta Wholesalers,24.43,33.55,35,10,2023-05-13,2023-01-02,94
60,Milk,Stationery,Colgate,Agarwal Mart,330.52,397.72,140,47,,2023-02-10,82
61,Detergent,Household,Parle,Agarwal Mart,312.59,439.87,93,38,,2023-02-27,27
62,Pen,FMCG,Amul,Patel Suppliers,431.01,629.46,259,36,2023-05-14,2023-01-16,68
63,Toothpaste,Personal Care,Tata,Gupta Wholesalers,343.03,442.77,432,17,2023-05-24,2023-02-04,46
64,Milk,Household,Tata,Sharma Traders,306.88,383.77,454,20,,2023-01-22,39
65,Wheat Flour,FMCG,ITC,Patel Suppliers,294.84,375.88,248,33,2023-11-12,2023-01-03,12
66,Rice,Beverages,Amul,Gupta Wholesalers,467.07,552.76,234,18,2023-06-19,2023-01-03,79
67,Detergent,FMCG,ITC,Patel Suppliers,105.67,151.05,37,32,2023-07-18,2023-01-02,43
68,Notebook,Electronics,Tata,Patel Suppliers,28.5,37.67,276,34,,2023-02-03,94
69,Shampoo,Stationery,ITC,Verma Distributors,204.89,237.19,62,42,,2023-02-23,89
70,Wheat Flour,Electronics,Dabur,Agarwal Mart,68.07,85.3,405,25,,2023-03-01,64
71,Pen,Beverages,Nestle,Verma Distributors,83.8,107.88,419,23,2023-10-18,2023-02-09,50
72,Chips,Household,Nestle,Verma Distributors,64.77,85.34,499,34,,2023-02-10,47
73,Notebook,Grocery,Dabur,Agarwal Mart,29.29,38.15,423,25,2023-07-16,2023-02-16,75
74,Chips,FMCG,Dabur,Sharma Traders,41.85,52.25,137,39,2023-05-21,2023-02-07,24
75,Notebook,Personal Care,Britannia,Gupta Wholesalers,207.07,243.08,280,40,2023-04-08,2023-01-17,95
76,Pen,Stationery,Parle,Agarwal Mart,220.39,290.81,353,27,,2023-02-03,24
77,Rice,Personal Care,Colgate,Gupta Wholesalers,404.67,597.99,431,22,2023-05-09,2023-01-28,65
78,Wheat Flour,Stationery,Dabur,Sharma Traders,479.23,687.14,87,30,,2023-01-24,7
79,Milk,Beverages,Tata,Patel Suppliers,356.58,448.88,458,49,2023-09-25,2023-02-02,44
80,Pen,Electronics,Godrej,Patel Suppliers,307.18,350.79,418,43,,2023-02-01,97
81,Chips,Household,ITC,Patel Suppliers,378.99,548.84,469,36,,2023-01-31,20
82,Wheat Flour,FMCG,Godrej,Agarwal Mart,233.7,345.67,219,37,2023-05-05,2023-01-10,76
83,Detergent,Household,Dabur,Agarwal Mart,58.72,78.94,29,40,,2023-02-25,31
84,Chips,Personal Care,Haldiram,Agarwal Mart,491.11,558.15,139,35,2023-08-11,2023-01-27,80
85,Soap,FMCG,Colgate,Gupta Wholesalers,382.83,557.3,291,30,2023-09-18,2023-01-22,18
86,Milk,Stationery,Tata,Patel Suppliers,484.84,576.58,391,27,,2023-02-01,20
87,Milk,Stationery,Haldiram,Patel Suppliers,287.53,323.13,240,48,,2023-02-01,26
88,Toothpaste,Stationery,Parle,Agarwal Mart,209.66,291.99,251,17,,2023-02-02,77
89,Detergent,Personal Care,Haldiram,Agarwal Mart,218.62,327.2,476,32,2023-05-24,2023-02-22,18
90,Chips,Grocery,Nestle,Gupta Wholesalers,92.69,117.49,73,22,2023-10-03,2023-03-01,27
91,Detergent,Beverages,Colgate,Sharma Traders,429.49,584.35,37,47,2023-11-02,2023-01-21,90
92,Wheat Flour,FMCG,Britannia,Sharma Traders,345.99,381.58,463,39,2023-10-21,2023-01-02,60
93,Wheat Flour,Electronics,Amul,Verma Distributors,37.42,45.38,350,48,,2023-01-27,10
94,Shampoo,Grocery,Haldiram,Verma Distributors,418.07,512.88,381,30,2023-11-06,2023-02-02,65
95,Rice,Electronics,Tata,Agarwal Mart,245.98,278.45,4,22,,2023-02-27,75
96,Milk,Personal Care,Nestle,Sharma Traders,349.85,419.17,42,38,2023-05-07,2023-02-08,21
97,Rice,Electronics,Godrej,Gupta Wholesalers,421.86,561.32,53,12,,2023-02-04,91
98,Milk,Beverages,Colgate,Patel Suppliers,49.35,58.94,304,23,2023-10-12,2023-03-01,51
99,Milk,Electronics,Nestle,Patel Suppliers,424.57,580.55,498,15,,2023-01-11,84
100,Pen,Electronics,Parle,Sharma Traders,481.46,607.97,464,46,,2023-01-30,64
101,Notebook,Stationery,Parle,Agarwal Mart,264.85,359.09,85,43,,2023-02-02,49
102,Pen,FMCG,ITC,Agarwal Mart,76.8,101.06,95,35,2023-03-05,2023-01-07,11
103,Milk,Grocery,Parle,Verma Distributors,393.8,578.26,430,26,2023-07-03,2023-02-04,97
104,Shampoo,Personal Care,Godrej,Verma Distributors,28.86,42.33,494,46,2023-03-05,2023-01-30,40
105,Milk,Personal Care,Haldiram,Patel Suppliers,329.54,474.82,352,13,2023-08-17,2023-02-11,6
106,Notebook,Stationery,Parle,Sharma Traders,341.96,398.24,46,29,,2023-02-11,60
107,Detergent,Electronics,Colgate,Agarwal Mart,352.51,452.93,106,30,,2023-01-17,68
108,Toothpaste,Personal Care,Nestle,Sharma Traders,187.65,207.19,144,11,2023-08-06,2023-02-24,11
109,Toothpaste,Grocery,Tata,Patel Suppliers,431.42,605.23,367,38,2023-03-24,2023-01-03,14
110,Wheat Flour,FMCG,Haldiram,Gupta Wholesalers,482.0,719.61,358,20,2023-07-24,2023-01-31,12
111,Wheat Flour,Personal Care,Godrej,Verma Distributors,49.74,74.02,23,15,2023-04-21,2023-02-03,95
112,Detergent,Grocery,Dabur,Agarwal Mart,290.86,383.25,50,13,2023-02-03,2023-01-02,41
113,Shampoo,Household,Godrej,Agarwal Mart,300.3,374.99,13,21,,2023-01-29,9
114,Milk,Stationery,Dabur,Patel Suppliers,289.59,377.74,256,30,,2023-02-08,45
115,Shampoo,Beverages,ITC,Sharma Traders,310.03,377.26,355,48,2023-12-02,2023-01-16,96
116,Wheat Flour,Stationery,Tata,Verma Distributors,404.17,444.7,106,48,,2023-02-04,23
117,Detergent,Stationery,Colgate,Verma Distributors,79.64,97.1,4,47,,2023-01-13,9
118,Notebook,Household,Godrej,Gupta Wholesalers,244.82,362.18,231,11,,2023-01-12,58
119,Shampoo,Beverages,Godrej,Agarwal Mart,221.72,318.26,431,40,2023-03-14,2023-01-11,18
120,Detergent,Beverages,Godrej,Verma Distributors,437.48,486.99,462,29,2023-07-17,2023-02-03,39
121,Chips,Personal Care,Godrej,Patel Suppliers,203.58,302.69,174,24,2023-03-12,2023-01-02,84
122,Chips,FMCG,Britannia,Sharma Traders,188.88,279.63,177,46,2023-03-12,2023-02-04,91
123,Pen,Household,Dabur,Gupta Wholesalers,40.34,57.62,198,20,,2023-01-31,51
124,Wheat Flour,FMCG,Colgate,Patel Suppliers,265.45,345.22,99,49,2023-06-16,2023-01-04,68
125,Chips,Beverages,Tata,Patel Suppliers,446.84,537.84,239,27,2023-07-08,2023-02-04,83
126,Pen,Personal Care,Britannia,Gupta Wholesalers,378.51,494.6,362,23,2023-07-09,2023-02-04,65
127,Soap,Electronics,Tata,Patel Suppliers,347.04,415.12,214,44,,2023-01-10,66
128,Milk,Personal Care,Haldiram,Agarwal Mart,13.02,15.51,408,40,2023-11-06,2023-02-24,57
129,Milk,Electronics,Parle,Patel Suppliers,426.99,475.41,69,24,,2023-02-21,14
130,Toothpaste,Personal Care,Britannia,Gupta Wholesalers,208.63,269.83,280,15,2023-05-11,2023-01-29,56
131,Toothpaste,Grocery,Amul,Sharma Traders,326.4,388.09,302,50,2023-10-30,2023-02-02,65
132,Pen,Household,Nestle,Verma Distributors,343.72,490.25,277,28,,2023-01-20,35
133,Milk,Electronics,Amul,Gupta Wholesalers,261.19,377.34,222,10,,2023-02-11,81
134,Toothpaste,Stationery,Parle,Gupta Wholesalers,61.41,68.67,288,21,,2023-02-18,78
135,Notebook,Household,Haldiram,Verma Distributors,219.63,308.7,3,15,,2023-03-01,29
136,Soap,Stationery,Amul,Gupta Wholesalers,309.52,456.14,363,36,,2023-02-23,78
137,Chips,Personal Care,Tata,Gupta Wholesalers,229.05,327.91,96,12,2023-07-18,2023-02-04,65
138,Soap,Electronics,Amul,Gupta Wholesalers,410.71,546.24,144,48,,2023-02-06,49
139,Wheat Flour,Personal Care,Haldiram,Patel Suppliers,480.07,606.33,93,27,2023-10-27,2023-01-19,82
140,Rice,FMCG,Amul,Gupta Wholesalers,194.29,268.11,338,10,2023-10-20,2023-01-28,69
141,Rice,Personal Care,Parle,Agarwal Mart,92.69,119.53,386,10,2023-03-09,2023-01-06,53
142,Rice,Stationery,Colgate,Verma Distributors,401.96,451.16,308,42,,2023-02-07,85
143,Wheat Flour,FMCG,Parle,Sharma Traders,192.44,212.82,325,44,2023-04-19,2023-01-09,80
144,Pen,Household,Godrej,Patel Suppliers,15.92,19.78,486,21,,2023-02-22,27
145,Milk,Beverages,Amul,Verma Distributors,467.27,635.84,39,46,2023-04-25,2023-02-05,57
146,Pen,Personal Care,Godrej,Gupta Wholesalers,222.48,255.21,145,39,2023-07-14,2023-02-12,55
147,Chips,Electronics,ITC,Verma Distributors,362.04,519.7,430,30,,2023-01-27,30
148,Detergent,Electronics,Britannia,Verma Distributors,360.26,486.84,357,24,,2023-01-10,67
149,Pen,FMCG,Tata,Gupta Wholesalers,381.62,473.25,76,26,2023-03-14,2023-01-08,21
150,Shampoo,Grocery,Colgate,Agarwal Mart,433.39,516.07,190,23,2023-08-10,2023-02-20,11
151,Soap,Electronics,ITC,Agarwal Mart,364.17,467.08,412,27,,2023-02-11,97
152,Chips,Grocery,Amul,Agarwal Mart,74.29,105.84,356,22,2024-01-01,2023-01-09,21
153,Pen,Grocery,Tata,Gupta Wholesalers,388.44,468.71,194,47,2023-06-08,2023-02-23,28
154,Detergent,Electronics,Dabur,Gupta Wholesalers,151.88,223.39,245,40,,2023-02-06,37
155,Detergent,Personal Care,Amul,Patel Suppliers,484.75,545.88,435,43,2023-11-04,2023-02-15,6
156,Wheat Flour,Household,Nestle,Gupta Wholesalers,49.05,54.56,409,36,,2023-01-15,69
157,Notebook,Electronics,Parle,Verma Distributors,47.32,55.36,143,22,,2023-02-06,65
158,Shampoo,Grocery,Parle,Patel Suppliers,200.45,230.46,292,45,2023-07-04,2023-02-07,43
159,Chips,Personal Care,Tata,Gupta Wholesalers,414.28,466.65,481,49,2023-09-08,2023-01-04,6
160,Detergent,FMCG,Parle,Agarwal Mart,358.16,419.83,305,25,2023-11-27,2023-01-25,59
161,Rice,Grocery,Amul,Verma Distributors,226.98,268.8,26,20,2023-05-21,2023-02-23,60
162,Milk,Beverages,Amul,Gupta Wholesalers,487.15,714.01,135,26,2023-07-29,2023-02-26,34
163,Notebook,Electronics,Colgate,Patel Suppliers,110.94,150.98,215,16,,2023-02-04,55
164,Chips,FMCG,Parle,Gupta Wholesalers,200.49,227.52,492,22,2023-09-24,2023-01-15,42
165,Shampoo,FMCG,Nestle,Verma Distributors,327.13,482.97,267,11,2023-10-20,2023-02-10,36
166,Pen,Grocery,Godrej,Gupta Wholesalers,22.32,32.59,69,27,2023-12-02,2023-01-05,83
167,Milk,Beverages,Nestle,Verma Distributors,318.99,366.02,106,43,2023-03-05,2023-02-04,19
168,Pen,Stationery,Dabur,Agarwal Mart,479.66,670.28,456,44,,2023-02-26,49
169,Detergent,Household,Britannia,Sharma Traders,328.56,444.02,436,50,,2023-02-02,73
170,Milk,Electronics,Haldiram,Patel Suppliers,143.7,206.79,311,33,,2023-01-21,27
171,Soap,Electronics,Godrej,Patel Suppliers,67.87,100.14,388,27,,2023-01-13,19
172,Detergent,Electronics,Dabur,Sharma Traders,27.93,35.4,1,24,,2023-01-04,30
173,Milk,Electronics,Amul,Verma Distributors,452.49,559.73,500,14,,2023-01-14,92
174,Chips,Beverages,Haldiram,Patel Suppliers,29.13,43.42,267,21,2023-12-22,2023-01-14,65
175,Wheat Flour,Beverages,Parle,Patel Suppliers,62.37,87.76,463,28,2023-11-25,2023-02-12,37
176,Pen,Electronics,Nestle,Verma Distributors,281.95,419.42,159,15,,2023-02-14,44
177,Wheat Flour,Stationery,Amul,Gupta Wholesalers,47.43,64.43,340,39,,2023-03-01,50
178,Soap,Grocery,Colgate,Verma Distributors,238.98,263.75,310,49,2023-02-26,2023-02-02,66
179,Wheat Flour,Beverages,Tata,Patel Suppliers,44.8,55.83,235,21,2023-03-08,2023-02-18,78
180,Toothpaste,Grocery,Godrej,Verma Distributors,101.05,119.18,62,24,2023-02-12,2023-01-20,20
181,Detergent,FMCG,Parle,Gupta Wholesalers,362.99,434.48,252,18,2023-10-15,2023-02-01,85
182,Pen,Household,Colgate,Gupta Wholesalers,181.38,251.5,158,48,,2023-01-05,94
183,Detergent,Grocery,Dabur,Sharma Traders,323.12,364.16,297,15,2023-05-12,2023-01-11,48
184,Milk,Electronics,ITC,Agarwal Mart,204.39,259.24,88,50,,2023-01-18,39
185,Toothpaste,FMCG,Haldiram,Patel Suppliers,35.77,49.93,153,33,2023-11-03,2023-01-16,49
186,Wheat Flour,FMCG,Amul,Verma Distributors,416.71,463.4,374,46,2023-07-04,2023-02-24,95
187,Shampoo,FMCG,Godrej,Gupta Wholesalers,475.06,712.12,30,10,2023-05-13,2023-02-27,73
188,Toothpaste,Beverages,Parle,Agarwal Mart,286.38,429.39,439,44,2023-08-05,2023-02-12,55
189,Shampoo,Stationery,ITC,Gupta Wholesalers,68.0,74.91,251,30,,2023-02-05,56
190,Rice,Grocery,Haldiram,Patel Suppliers,46.26,59.7,124,10,2023-06-02,2023-01-30,35
191,Shampoo,Stationery,Amul,Patel Suppliers,257.77,317.5,203,13,,2023-01-15,78
192,Soap,Electronics,Amul,Sharma Traders,28.69,32.8,497,37,,2023-03-02,53
193,Toothpaste,Electronics,Dabur,Gupta Wholesalers,171.74,218.21,127,27,,2023-02-09,79
194,Milk,Stationery,Colgate,Verma Distributors,213.15,305.0,236,34,,2023-02-05,82
195,Milk,Stationery,Godrej,Verma Distributors,379.85,509.04,138,36,,2023-02-21,17
196,Wheat Flour,Beverages,Colgate,Agarwal Mart,108.28,150.3,270,18,2023-06-10,2023-02-23,44
197,Wheat Flour,Electronics,Britannia,Agarwal Mart,403.54,582.76,94,21,,2023-01-03,37
198,Chips,FMCG,Godrej,Gupta Wholesalers,101.27,130.86,360,28,2023-12-29,2023-01-20,41
199,Chips,Beverages,Dabur,Verma Distributors,348.37,499.11,266,16,2023-02-12,2023-02-08,31
200,Detergent,Household,Parle,Patel Suppliers,317.17,354.35,314,43,,2023-01-10,37
201,Rice,Beverages,Amul,Verma Distributors,280.51,381.48,226,23,2023-10-18,2023-01-27,42
202,Notebook,Beverages,Godrej,Agarwal Mart,190.31,270.12,94,45,2023-10-10,2023-01-20,21
203,Notebook,Beverages,Britannia,Sharma Traders,110.53,164.14,298,38,2023-03-22,2023-01-04,46
204,Pen,Stationery,ITC,Agarwal Mart,77.11,108.49,114,33,,2023-01-04,22
205,Milk,FMCG,Nestle,Patel Suppliers,444.63,603.18,67,44,2023-11-19,2023-01-29,62
206,Notebook,Grocery,Haldiram,Gupta Wholesalers,369.44,543.35,10,43,2023-11-21,2023-01-10,28
207,Pen,Household,Britannia,Verma Distributors,478.2,688.61,71,21,,2023-02-19,38
208,Pen,Personal Care,Colgate,Verma Distributors,132.8,154.9,432,27,2023-08-11,2023-01-15,86
209,Rice,Electronics,Haldiram,Sharma Traders,281.37,392.12,303,12,,2023-02-01,39
210,Pen,Stationery,Nestle,Verma Distributors,112.19,148.19,131,12,,2023-01-21,94
211,Chips,Personal Care,Amul,Verma Distributors,416.85,529.58,306,50,2023-07-05,2023-02-20,17
212,Wheat Flour,Personal Care,Amul,Agarwal Mart,58.51,70.22,219,11,2023-12-16,2023-03-01,39
213,Toothpaste,Personal Care,Haldiram,Agarwal Mart,295.51,407.49,493,21,2023-09-04,2023-01-26,40
214,Soap,Personal Care,Amul,Agarwal Mart,108.82,162.8,48,25,2023-08-05,2023-01-07,15
215,Chips,Household,ITC,Sharma Traders,372.12,462.14,393,37,,2023-02-18,66
216,Detergent,Grocery,Tata,Gupta Wholesalers,455.83,661.02,289,48,2023-05-23,2023-01-14,33
217,Pen,FMCG,ITC,Gupta Wholesalers,152.84,177.3,312,13,2023-03-11,2023-01-28,94
218,Chips,Grocery,Godrej,Gupta Wholesalers,287.92,422.15,393,27,2023-05-30,2023-01-20,11
219,Milk,Personal Care,Godrej,Gupta Wholesalers,460.77,689.01,109,33,2023-11-10,2023-02-02,44
220,Pen,FMCG,Godrej,Verma Distributors,29.83,41.22,264,25,2023-08-21,2023-02-11,57
221,Chips,Electronics,Parle,Patel Suppliers,199.31,282.54,226,49,,2023-02-23,47
222,Toothpaste,Grocery,Britannia,Verma Distributors,451.4,593.0,37,45,2023-05-26,2023-02-15,18
223,Milk,FMCG,Haldiram,Sharma Traders,304.19,352.98,240,30,2023-07-31,2023-01-28,100
224,Pen,Grocery,Dabur,Gupta Wholesalers,92.59,105.5,20,46,2023-05-18,2023-01-20,17
225,Chips,Stationery,Tata,Agarwal Mart,192.22,265.69,438,19,,2023-02-04,9
226,Shampoo,FMCG,Dabur,Gupta Wholesalers,350.3,450.61,234,13,2023-11-25,2023-01-20,16
227,Soap,Grocery,Nestle,Gupta Wholesalers,233.11,265.12,250,26,2023-02-19,2023-01-11,15
228,Detergent,Stationery,Tata,Verma Distributors,320.06,375.18,212,15,,2023-01-29,29
229,Rice,Household,Dabur,Sharma Traders,238.6,320.64,218,45,,2023-01-16,18
230,Shampoo,Household,Nestle,Patel Suppliers,380.45,566.79,330,15,,2023-01-15,54
231,Toothpaste,Household,Tata,Verma Distributors,28.3,38.68,371,22,,2023-02-11,40
232,Milk,Household,Nestle,Verma Distributors,140.87,158.67,66,23,,2023-02-21,20
233,Soap,Personal Care,ITC,Gupta Wholesalers,343.64,434.85,406,49,2023-06-22,2023-02-13,79
234,Shampoo,Stationery,Haldiram,Sharma Traders,330.76,477.16,10,47,,2023-02-25,70
235,Milk,Household,Colgate,Agarwal Mart,364.03,541.11,170,19,,2023-02-11,94
236,Wheat Flour,FMCG,Parle,Verma Distributors,494.08,571.45,497,47,2023-08-31,2023-01-18,45
237,Chips,Household,Tata,Patel Suppliers,447.0,554.19,377,45,,2023-02-26,71
238,Notebook,Stationery,Tata,Patel Suppliers,438.33,489.52,292,39,,2023-02-16,38
239,Soap,Beverages,Dabur,Agarwal Mart,23.61,29.74,226,37,2023-10-18,2023-02-28,12
240,Toothpaste,Beverages,Tata,Sharma Traders,341.33,503.25,350,17,2023-10-26,2023-01-06,65
241,Rice,Grocery,Dabur,Sharma Traders,146.74,167.12,189,15,2023-02-19,2023-01-12,75
242,Soap,Personal Care,Britannia,Gupta Wholesalers,333.44,424.4,192,29,2023-03-03,2023-01-26,40
243,Soap,FMCG,Amul,Verma Distributors,207.81,301.41,341,27,2023-06-30,2023-01-28,65
244,Pen,Beverages,Parle,Verma Distributors,353.96,525.17,274,45,2023-08-01,2023-01-12,80
245,Toothpaste,FMCG,Britannia,Sharma Traders,252.24,341.17,68,50,2023-10-05,2023-01-21,71
246,Detergent,Personal Care,Dabur,Sharma Traders,146.76,192.9,139,10,2023-06-03,2023-02-24,54
247,Soap,Personal Care,Nestle,Agarwal Mart,238.4,322.8,212,14,2023-11-07,2023-01-02,5
248,Toothpaste,FMCG,Britannia,Patel Suppliers,288.57,390.5,477,41,2023-07-13,2023-01-10,15
249,Shampoo,Stationery,Colgate,Verma Distributors,226.86,338.15,156,37,,2023-01-19,75
250,Milk,Beverages,Tata,Patel Suppliers,308.73,396.31,34,20,2023-07-04,2023-01-11,91
251,Detergent,Electronics,Dabur,Verma Distributors,71.17,88.17,404,47,,2023-01-14,93
252,Shampoo,Personal Care,Britannia,Verma Distributors,412.91,498.47,454,42,2023-02-28,2023-02-27,51
253,Chips,Stationery,Godrej,Patel Suppliers,19.16,27.08,187,36,,2023-02-10,18
254,Chips,Electronics,Britannia,Patel Suppliers,98.97,145.83,347,27,,2023-01-11,59
255,Rice,Personal Care,Britannia,Sharma Traders,193.86,214.76,499,31,2023-11-22,2023-01-21,12
256,Soap,Stationery,Parle,Patel Suppliers,169.85,191.09,364,45,,2023-01-28,84
257,Shampoo,FMCG,ITC,Sharma Traders,127.03,171.3,13,37,2023-02-16,2023-01-11,33
258,Shampoo,Grocery,Parle,Sharma Traders,372.12,444.55,144,10,2023-08-15,2023-01-08,86
259,Milk,Stationery,ITC,Verma Distributors,300.88,419.05,250,11,,2023-01-18,22
260,Rice,Grocery,Parle,Patel Suppliers,167.68,209.38,125,39,2023-08-06,2023-01-16,74
261,Notebook,Stationery,Britannia,Patel Suppliers,143.57,163.27,403,17,,2023-02-16,18
262,Wheat Flour,FMCG,Britannia,Gupta Wholesalers,398.9,478.28,347,29,2023-09-13,2023-01-29,32
263,Detergent,Stationery,Parle,Gupta Wholesalers,166.69,212.97,466,32,,2023-01-17,54
264,Milk,FMCG,Haldiram,Sharma Traders,233.67,310.91,310,49,2023-12-10,2023-01-07,24
265,Rice,Stationery,Colgate,Agarwal Mart,247.94,359.42,214,37,,2023-02-28,80
266,Chips,Personal Care,Britannia,Verma Distributors,366.81,420.88,166,16,2023-05-08,2023-01-20,58
267,Toothpaste,Household,Godrej,Gupta Wholesalers,479.35,684.0,87,50,,2023-02-14,76
268,Milk,Electronics,Parle,Gupta Wholesalers,410.85,477.64,473,49,,2023-01-05,71
269,Pen,Grocery,Parle,Sharma Traders,361.79,465.66,407,41,2023-11-29,2023-02-20,50
270,Chips,Personal Care,ITC,Patel Suppliers,73.36,100.81,122,32,2023-07-17,2023-03-01,67
